cell_id:ID(GridCell),city_id,population:float,type,type_source,green_cover_pct:float,elevation_m:float,dist_to_boundary_m:float,centroid_lat:float,centroid_lon:float
ghsl_8099_cell_01655,ghsl_8099,12822.062507152557,Civic,land_use,1.6,33.3,1977.7,40.70906260605782,-74.08389845452578
ghsl_8099_cell_01656,ghsl_8099,6110.488236188889,Industrial,land_use,6.9,3.9,1524.3,40.70906260605782,-74.0720459789711
ghsl_8099_cell_01657,ghsl_8099,4723.507122933865,Utility,land_use,1.8,8.4,913.2,40.70906260605782,-74.06019350341643
ghsl_8099_cell_01658,ghsl_8099,295.4601037502289,Industrial,land_use,4.4,3.0,498.7,40.70906260605782,-74.04834102786175
ghsl_8099_cell_01659,ghsl_8099,4048.2083353996277,Residential,heuristic,6.6,1.3,498.6,40.70906260605782,-74.03648855230706
ghsl_8099_cell_01660,ghsl_8099,1778.5620155334473,Residential,heuristic,4.0,0.0,552.0,40.70906260605782,-74.0246360767524
ghsl_8099_cell_01661,ghsl_8099,25295.945016026497,Commercial,land_use,12.9,47.2,1327.7,40.70906260605782,-74.01278360119771
ghsl_8099_cell_01662,ghsl_8099,15574.860349655151,Residential,land_use,15.9,13.0,1656.2,40.70906260605782,-74.00093112564302
ghsl_8099_cell_01663,ghsl_8099,21299.45215535164,Residential,land_use,9.0,0.0,2273.7,40.70906260605782,-73.98907865008835
ghsl_8099_cell_01664,ghsl_8099,6873.944162368774,Residential,land_use,6.4,0.0,3098.9,40.70906260605782,-73.97722617453368
ghsl_8099_cell_01665,ghsl_8099,25846.66837120056,Residential,land_use,4.7,19.5,3983.9,40.70906260605782,-73.965373698979
ghsl_8099_cell_01666,ghsl_8099,28554.894974946976,Civic,land_use,8.6,17.1,4869.4,40.70906260605782,-73.95352122342432
ghsl_8099_cell_01667,ghsl_8099,19835.369172811508,Residential,land_use,5.9,19.6,5759.2,40.70906260605782,-73.94166874786964
ghsl_8099_cell_01668,ghsl_8099,4855.5467923134565,Utility,land_use,0.0,1.8,6676.4,40.70906260605782,-73.92981627231495
ghsl_8099_cell_01669,ghsl_8099,14373.4413451422,Utility,land_use,10.3,22.6,7614.8,40.70906260605783,-73.91796379676028
ghsl_8099_cell_01670,ghsl_8099,19372.20079447329,Civic,land_use,8.8,37.2,7869.6,40.70906260605782,-73.9061113212056
ghsl_8099_cell_01671,ghsl_8099,10019.511665932834,Industrial,land_use,4.6,31.3,7617.6,40.70906260605782,-73.89425884565092
ghsl_8099_cell_01672,ghsl_8099,4158.291736209299,Green,land_use,100.0,36.0,7393.6,40.70906260605782,-73.88240637009623
ghsl_8099_cell_01673,ghsl_8099,7865.345487952232,Commercial,land_use,0.2,30.9,6625.4,40.70906260605782,-73.87055389454154
ghsl_8099_cell_01674,ghsl_8099,4779.911999464035,Civic,land_use,1.7,19.7,5927.3,40.70906260605782,-73.85870141898688
ghsl_8099_cell_01675,ghsl_8099,4494.682476043701,Residential,heuristic,2.8,23.3,5327.1,40.70906260605782,-73.8468489434322
ghsl_8099_cell_01676,ghsl_8099,11730.888138532639,Residential,heuristic,4.6,51.3,4861.2,40.70906260605782,-73.83499646787752
ghsl_8099_cell_01677,ghsl_8099,10998.980662584305,Civic,land_use,31.5,37.1,4570.7,40.70906260605782,-73.82314399232284
ghsl_8099_cell_01678,ghsl_8099,22171.598796844482,Civic,land_use,1.0,46.2,4487.8,40.70906260605782,-73.81129151676815
ghsl_8099_cell_01679,ghsl_8099,18433.58005285263,Civic,land_use,5.7,21.8,4487.8,40.70906260605782,-73.79943904121346
ghsl_8099_cell_01680,ghsl_8099,20666.71839606762,Industrial,land_use,0.6,21.1,4489.9,40.70906260605782,-73.7875865656588
ghsl_8099_cell_01681,ghsl_8099,9265.816600330174,Utility,land_use,2.3,17.1,4629.9,40.70906260605782,-73.77573409010412
ghsl_8099_cell_01682,ghsl_8099,10401.031098365784,Civic,land_use,0.3,22.3,4972.0,40.70906260605782,-73.76388161454943
ghsl_8099_cell_01683,ghsl_8099,8068.939615249634,Commercial,land_use,2.8,23.3,5478.3,40.70906260605782,-73.75202913899474
ghsl_8099_cell_01684,ghsl_8099,8357.483137130737,Civic,land_use,1.2,24.1,6077.3,40.70906260605782,-73.74017666344007
ghsl_8099_cell_01685,ghsl_8099,5574.4912151396275,Commercial,land_use,8.7,22.7,6571.2,40.70906260605782,-73.72832418788539
ghsl_8099_cell_01686,ghsl_8099,3201.9944227933884,Commercial,land_use,0.1,24.4,7172.0,40.70906260605782,-73.71647171233072
ghsl_8099_cell_01687,ghsl_8099,4482.481250405312,Residential,land_use,6.7,19.9,7667.9,40.70906260605782,-73.70461923677603
ghsl_8099_cell_01688,ghsl_8099,5751.113663673401,Civic,land_use,1.5,24.4,8246.8,40.70906260605783,-73.69276676122136
ghsl_8099_cell_01689,ghsl_8099,3920.8067288398743,Residential,heuristic,12.6,27.7,8901.2,40.70906260605782,-73.68091428566669
ghsl_8099_cell_01690,ghsl_8099,4156.09462428093,Civic,land_use,1.5,18.1,8766.0,40.70906260605782,-73.669061810112
ghsl_8099_cell_01691,ghsl_8099,3143.263914823532,Commercial,land_use,18.4,19.6,8246.3,40.70906260605782,-73.65720933455732
ghsl_8099_cell_01692,ghsl_8099,2859.3196912929416,Residential,land_use,0.8,23.0,7668.3,40.70906260605782,-73.64535685900265
ghsl_8099_cell_01693,ghsl_8099,5743.875365138054,Commercial,land_use,3.5,23.4,7183.9,40.70906260605782,-73.63350438344796
ghsl_8099_cell_01694,ghsl_8099,8078.244323208928,Commercial,land_use,4.0,20.1,6813.2,40.70906260605782,-73.6216519078933
ghsl_8099_cell_01695,ghsl_8099,7972.8049030303955,Residential,land_use,1.4,21.7,6575.3,40.70906260605782,-73.6097994323386
ghsl_8099_cell_01696,ghsl_8099,4246.8014504909515,Residential,land_use,2.6,20.4,6484.9,40.70906260605782,-73.59794695678391
ghsl_8099_cell_01697,ghsl_8099,4106.537019848824,Residential,land_use,3.4,20.4,6484.3,40.70906260605782,-73.58609448122925
ghsl_8099_cell_01698,ghsl_8099,2755.5279960781336,Residential,land_use,5.6,20.9,6484.3,40.70906260605782,-73.57424200567455
ghsl_8099_cell_01699,ghsl_8099,3540.42262673378,Residential,land_use,10.7,23.6,6548.0,40.70906260605782,-73.56238953011989
ghsl_8099_cell_01700,ghsl_8099,2743.868510130793,Residential,land_use,18.2,21.7,6760.3,40.70906260605782,-73.55053705456521
ghsl_8099_cell_01701,ghsl_8099,3362.1065096855164,Residential,heuristic,0.1,20.6,7108.7,40.70906260605782,-73.53868457901052
ghsl_8099_cell_01702,ghsl_8099,2700.815566778183,Civic,land_use,0.3,19.1,7574.2,40.70906260605782,-73.52683210345583
ghsl_8099_cell_01703,ghsl_8099,3306.8835659623146,Residential,land_use,9.8,21.7,7613.8,40.70906260605782,-73.51497962790117
ghsl_8099_cell_01704,ghsl_8099,2842.65964448452,Residential,land_use,11.6,16.3,7176.2,40.70906260605782,-73.50312715234648
ghsl_8099_cell_01705,ghsl_8099,2901.1661689281464,Residential,land_use,4.8,19.8,6575.6,40.70906260605782,-73.4912746767918
ghsl_8099_cell_01706,ghsl_8099,2816.1907254457474,Commercial,land_use,5.0,19.6,6081.4,40.70906260605782,-73.47942220123713
ghsl_8099_cell_01707,ghsl_8099,2638.354011774063,Residential,land_use,4.8,17.7,5483.0,40.70906260605782,-73.46756972568244
ghsl_8099_cell_01708,ghsl_8099,1382.1445320169441,Residential,land_use,13.5,28.0,4976.0,40.70906260605782,-73.45571725012776
ghsl_8099_cell_01709,ghsl_8099,2327.1467491174117,Civic,land_use,7.3,14.4,4396.6,40.70906260605782,-73.44386477457309
ghsl_8099_cell_01710,ghsl_8099,2379.86295825243,Residential,land_use,7.2,15.1,3870.5,40.70906260605782,-73.43201229901838
ghsl_8099_cell_01711,ghsl_8099,2272.211469821632,Residential,land_use,2.2,15.5,3554.9,40.70906260605782,-73.42015982346372
ghsl_8099_cell_01712,ghsl_8099,2478.566712267697,Residential,land_use,10.1,15.0,3491.3,40.70906260605782,-73.40830734790904
ghsl_8099_cell_01713,ghsl_8099,1546.004341127351,Industrial,land_use,0.0,17.7,3491.4,40.70906260605782,-73.39645487235437
ghsl_8099_cell_01714,ghsl_8099,3101.056024312973,Residential,heuristic,4.8,14.1,3491.4,40.70906260605782,-73.38460239679968
ghsl_8099_cell_01715,ghsl_8099,2625.745807915926,Industrial,land_use,5.5,13.3,3506.9,40.70906260605782,-73.37274992124502
ghsl_8099_cell_01716,ghsl_8099,2629.354299157858,Residential,heuristic,1.9,9.5,3736.8,40.70906260605782,-73.36089744569033
ghsl_8099_cell_01717,ghsl_8099,2532.2030148506165,Residential,land_use,9.4,8.0,3756.9,40.70906260605782,-73.34904497013564
ghsl_8099_cell_01718,ghsl_8099,2188.4171930253506,Civic,land_use,5.6,8.1,3080.2,40.70906260605782,-73.33719249458098
ghsl_8099_cell_01719,ghsl_8099,1715.070792010054,Residential,land_use,0.0,6.6,2620.7,40.70906260605782,-73.32534001902629
ghsl_8099_cell_01720,ghsl_8099,1878.1170343607664,Utility,land_use,6.2,6.1,2493.4,40.70906260605782,-73.31348754347161
ghsl_8099_cell_01721,ghsl_8099,2187.5238742530346,Civic,land_use,0.0,7.9,2501.0,40.70906260605782,-73.30163506791692
ghsl_8099_cell_01722,ghsl_8099,1963.30788911134,Residential,heuristic,0.8,6.3,1972.2,40.70906260605782,-73.28978259236224
ghsl_8099_cell_01723,ghsl_8099,1465.874983549118,Residential,land_use,1.7,6.7,1522.7,40.70906260605782,-73.27793011680755
ghsl_8099_cell_01724,ghsl_8099,591.3694972093217,Green,land_use,99.9,10.2,1496.0,40.70906260605782,-73.26607764125289
ghsl_8099_cell_01725,ghsl_8099,1026.3030530773103,Residential,land_use,3.1,3.3,910.8,40.70906260605782,-73.2542251656982
ghsl_8099_cell_01726,ghsl_8099,253.62222889065742,Residential,land_use,1.7,0.0,498.7,40.70906260605783,-73.24237269014354
ghsl_8099_cell_01727,ghsl_8099,0.13974323868751526,Residential,heuristic,5.7,0.0,498.5,40.70906260605782,-73.23052021458885
ghsl_8099_cell_01728,ghsl_8099,367.652253594948,Residential,heuristic,1.6,0.0,498.5,40.70906260605782,-73.21866773903416
ghsl_8099_cell_01729,ghsl_8099,16.087959364056587,Residential,heuristic,1.1,0.0,443.7,40.70906260605782,-73.20681526347948
ghsl_8099_cell_01730,ghsl_8099,830.1850354671478,Industrial,land_use,14.8,65.5,442.1,40.700081072643435,-74.40948583172796
ghsl_8099_cell_01731,ghsl_8099,2169.5374341011047,Residential,heuristic,6.7,74.4,498.5,40.700081072643435,-74.3976343567209
ghsl_8099_cell_01732,ghsl_8099,1540.360105395317,Residential,heuristic,0.5,119.1,442.2,40.70008107264343,-74.38578288171387
ghsl_8099_cell_01733,ghsl_8099,709.6705721851904,Residential,heuristic,10.0,122.8,442.2,40.700081072643435,-74.35022845669273
ghsl_8099_cell_01734,ghsl_8099,139.8002285468392,Green,land_use,100.0,139.8,551.6,40.700081072643435,-74.33837698168568
ghsl_8099_cell_01735,ghsl_8099,1156.4254972212948,Utility,land_use,9.8,53.0,1326.6,40.700081072643435,-74.32652550667865
ghsl_8099_cell_01736,ghsl_8099,1307.1593795865774,Civic,land_use,15.7,40.8,2211.2,40.700081072643435,-74.3146740316716
ghsl_8099_cell_01737,ghsl_8099,1911.621180711314,Industrial,land_use,4.7,31.6,2493.6,40.700081072643435,-74.30282255666457
ghsl_8099_cell_01738,ghsl_8099,3171.0594782829285,Residential,heuristic,2.4,33.2,2493.6,40.700081072643435,-74.29097108165753
ghsl_8099_cell_01739,ghsl_8099,2652.0928969681263,Industrial,land_use,12.8,31.0,2626.3,40.700081072643435,-74.27911960665047
ghsl_8099_cell_01740,ghsl_8099,4075.783650636673,Residential,heuristic,0.0,36.8,3090.5,40.700081072643435,-74.26726813164343
ghsl_8099_cell_01741,ghsl_8099,3075.62758718431,Residential,heuristic,0.0,29.0,3769.8,40.70008107264344,-74.25541665663637
ghsl_8099_cell_01742,ghsl_8099,2812.6232597865164,Residential,land_use,20.6,30.1,4569.1,40.70008107264343,-74.24356518162934
ghsl_8099_cell_01743,ghsl_8099,3132.6768129616976,Industrial,land_use,1.4,28.9,5435.9,40.70008107264344,-74.23171370662229
ghsl_8099_cell_01744,ghsl_8099,3933.013747036457,Industrial,land_use,0.1,22.6,6342.4,40.700081072643435,-74.21986223161524
ghsl_8099_cell_01745,ghsl_8099,2005.6613597830292,Green,land_use,58.3,2.0,7256.4,40.70008107264343,-74.2080107566082
ghsl_8099_cell_01746,ghsl_8099,652.2244996839436,Green,land_use,79.6,12.9,8148.5,40.70008107264343,-74.19615928160115
ghsl_8099_cell_01747,ghsl_8099,50.87198656355031,Industrial,land_use,10.2,4.6,9063.5,40.700081072643435,-74.1843078065941
ghsl_8099_cell_01748,ghsl_8099,0.0,Unbuilt,heuristic,10.3,1.5,8219.5,40.700081072643435,-74.17245633158707
ghsl_8099_cell_01749,ghsl_8099,0.0,Unbuilt,heuristic,18.2,1.5,7400.3,40.700081072643435,-74.16060485658004
ghsl_8099_cell_01750,ghsl_8099,0.0,Industrial,land_use,1.7,1.4,6631.5,40.70008107264343,-74.14875338157297
ghsl_8099_cell_01751,ghsl_8099,0.0,Industrial,land_use,0.0,2.6,5794.9,40.70008107264343,-74.13690190656592
ghsl_8099_cell_01752,ghsl_8099,0.0,Industrial,land_use,0.0,2.5,4797.7,40.700081072643435,-74.12505043155889
ghsl_8099_cell_01753,ghsl_8099,149.23229598999023,Residential,heuristic,2.8,0.0,3802.9,40.700081072643435,-74.11319895655184
ghsl_8099_cell_01754,ghsl_8099,7694.748002409935,Residential,heuristic,12.6,3.6,2812.9,40.700081072643435,-74.10134748154479
ghsl_8099_cell_01755,ghsl_8099,11973.554003471509,Residential,heuristic,0.6,25.7,1835.7,40.700081072643435,-74.08949600653776
ghsl_8099_cell_01756,ghsl_8099,5470.810310006142,Industrial,land_use,18.0,11.6,913.2,40.70008107264343,-74.07764453153071
ghsl_8099_cell_01757,ghsl_8099,7.527805805206299,Industrial,land_use,3.3,8.3,498.7,40.700081072643435,-74.06579305652366
ghsl_8099_cell_01758,ghsl_8099,0.0,Industrial,land_use,22.0,3.4,442.6,40.700081072643435,-74.05394158151663
ghsl_8099_cell_01759,ghsl_8099,7.380248735658824,Utility,land_use,14.1,0.0,442.6,40.70008107264343,-74.01838715649549
ghsl_8099_cell_01760,ghsl_8099,678.7711740210652,Industrial,land_use,33.5,0.0,552.1,40.70008107264343,-74.00653568148846
ghsl_8099_cell_01761,ghsl_8099,14044.19867503643,Residential,land_use,19.3,31.5,1327.9,40.70008107264344,-73.99468420648141
ghsl_8099_cell_01762,ghsl_8099,10109.001706898212,Residential,land_use,20.3,10.4,2213.3,40.700081072643435,-73.98283273147436
ghsl_8099_cell_01763,ghsl_8099,999.6319098472595,Industrial,land_use,1.0,1.2,3098.8,40.700081072643435,-73.97098125646733
ghsl_8099_cell_01764,ghsl_8099,23655.276334762573,Residential,land_use,5.6,16.2,4005.8,40.700081072643435,-73.95912978146028
ghsl_8099_cell_01765,ghsl_8099,25603.921643674374,Residential,land_use,3.6,8.2,4949.2,40.700081072643435,-73.94727830645321
ghsl_8099_cell_01766,ghsl_8099,18433.395469903946,Residential,land_use,6.9,20.0,5911.9,40.700081072643435,-73.9354268314462
ghsl_8099_cell_01767,ghsl_8099,28104.982208013535,Residential,land_use,5.4,14.6,6885.7,40.700081072643435,-73.92357535643913
ghsl_8099_cell_01768,ghsl_8099,29779.248039722443,Civic,land_use,1.8,23.0,7110.2,40.70008107264343,-73.9117238814321
ghsl_8099_cell_01769,ghsl_8099,21307.157194137573,Utility,land_use,1.6,29.1,6760.3,40.70008107264343,-73.89987240642505
ghsl_8099_cell_01770,ghsl_8099,12511.237548403908,Utility,land_use,37.5,34.4,6546.5,40.70008107264343,-73.888020931418
ghsl_8099_cell_01771,ghsl_8099,4647.585928198416,Green,land_use,100.0,37.2,6387.1,40.700081072643435,-73.87616945641096
ghsl_8099_cell_01772,ghsl_8099,3638.389845133759,Green,land_use,47.9,57.9,5575.0,40.700081072643435,-73.8643179814039
ghsl_8099_cell_01773,ghsl_8099,7884.523857136257,Utility,land_use,2.2,42.5,4834.6,40.70008107264343,-73.85246650639687
ghsl_8099_cell_01774,ghsl_8099,8221.088300228119,Green,land_use,100.0,20.7,4204.1,40.70008107264343,-73.84061503138983
ghsl_8099_cell_01775,ghsl_8099,13210.68471686542,Utility,land_use,0.3,23.7,3739.4,40.70008107264343,-73.82876355638278
ghsl_8099_cell_01776,ghsl_8099,8270.982933282852,Utility,land_use,1.9,29.9,3506.9,40.700081072643435,-73.81691208137573
ghsl_8099_cell_01777,ghsl_8099,9814.69797219336,Civic,land_use,5.8,17.3,3490.4,40.700081072643435,-73.80506060636868
ghsl_8099_cell_01778,ghsl_8099,6504.575801312923,Civic,land_use,6.3,15.0,3490.4,40.700081072643435,-73.79320913136164
ghsl_8099_cell_01779,ghsl_8099,8873.188872098923,Industrial,land_use,4.2,16.0,3552.8,40.700081072643435,-73.7813576563546
ghsl_8099_cell_01780,ghsl_8099,5540.136770248413,Utility,land_use,0.3,14.9,3867.1,40.700081072643435,-73.76950618134757
ghsl_8099_cell_01781,ghsl_8099,9319.047967910767,Residential,land_use,1.3,19.4,4392.5,40.700081072643435,-73.75765470634052
ghsl_8099_cell_01782,ghsl_8099,8927.423687934875,Civic,land_use,1.2,20.5,4972.3,40.700081072643435,-73.74580323133348
ghsl_8099_cell_01783,ghsl_8099,7099.242828845978,Residential,land_use,0.1,21.6,5479.0,40.70008107264344,-73.73395175632642
ghsl_8099_cell_01784,ghsl_8099,4729.325144290924,Civic,land_use,5.0,15.9,6077.7,40.700081072643435,-73.72210028131937
ghsl_8099_cell_01785,ghsl_8099,2617.3407351559435,Green,land_use,95.8,19.2,6572.0,40.70008107264344,-73.71024880631235
ghsl_8099_cell_01786,ghsl_8099,5091.271135654068,Civic,land_use,0.7,19.1,7172.9,40.70008107264343,-73.69839733130529
ghsl_8099_cell_01787,ghsl_8099,5571.618413925171,Industrial,land_use,1.6,18.5,7856.1,40.700081072643435,-73.68654585629827
ghsl_8099_cell_01788,ghsl_8099,4122.599160194397,Residential,land_use,9.2,17.2,8475.5,40.700081072643435,-73.6746943812912
ghsl_8099_cell_01789,ghsl_8099,4071.3840923309326,Residential,land_use,4.8,20.8,8475.4,40.70008107264343,-73.66284290628417
ghsl_8099_cell_01790,ghsl_8099,4075.7275652885437,Commercial,land_use,1.2,20.8,8475.5,40.700081072643435,-73.6509914312771
ghsl_8099_cell_01791,ghsl_8099,1449.1617859420367,Green,land_use,60.6,25.0,8289.2,40.700081072643435,-73.63913995627007
ghsl_8099_cell_01792,ghsl_8099,4602.847934919409,Residential,land_use,8.5,17.4,7910.0,40.700081072643435,-73.62728848126302
ghsl_8099_cell_01793,ghsl_8099,5670.399678111076,Commercial,land_use,12.0,18.0,7570.1,40.700081072643435,-73.615437006256
ghsl_8099_cell_01794,ghsl_8099,6041.440781593323,Residential,land_use,5.1,18.6,7104.4,40.70008107264343,-73.60358553124892
ghsl_8099_cell_01795,ghsl_8099,4761.043221592903,Residential,land_use,0.5,17.1,6756.3,40.70008107264343,-73.59173405624188
ghsl_8099_cell_01796,ghsl_8099,2203.7333502117544,Residential,land_use,7.0,22.5,6544.6,40.700081072643435,-73.57988258123484
ghsl_8099_cell_01797,ghsl_8099,3270.310135155916,Residential,land_use,2.5,19.5,6481.8,40.700081072643435,-73.56803110622782
ghsl_8099_cell_01798,ghsl_8099,3085.3992466926575,Commercial,land_use,3.9,20.6,6482.5,40.70008107264343,-73.55617963122076
ghsl_8099_cell_01799,ghsl_8099,3125.152891635895,Civic,land_use,2.8,19.4,6574.5,40.70008107264343,-73.54432815621372
ghsl_8099_cell_01800,ghsl_8099,2920.097341746092,Residential,heuristic,1.7,16.6,6814.2,40.700081072643435,-73.53247668120669
ghsl_8099_cell_01801,ghsl_8099,2090.769713655114,Residential,land_use,16.3,14.8,6755.4,40.700081072643435,-73.52062520619964
ghsl_8099_cell_01802,ghsl_8099,2242.8788942834362,Residential,land_use,19.8,16.0,6544.1,40.70008107264342,-73.50877373119258
ghsl_8099_cell_01803,ghsl_8099,2517.060566931963,Civic,land_use,14.7,17.9,6481.7,40.70008107264344,-73.49692225618556
ghsl_8099_cell_01804,ghsl_8099,2492.227266572416,Residential,land_use,17.0,16.4,6443.3,40.700081072643435,-73.48507078117849
ghsl_8099_cell_01805,ghsl_8099,3029.7232744693756,Residential,land_use,5.9,14.6,5978.6,40.700081072643435,-73.47321930617144
ghsl_8099_cell_01806,ghsl_8099,3024.052822396159,Residential,land_use,0.0,15.6,5655.0,40.700081072643435,-73.46136783116441
ghsl_8099_cell_01807,ghsl_8099,2373.5287051368505,Residential,heuristic,4.9,27.4,5483.6,40.70008107264344,-73.44951635615736
ghsl_8099_cell_01808,ghsl_8099,2992.490890979767,Residential,land_use,3.7,12.9,4976.4,40.70008107264342,-73.43766488115031
ghsl_8099_cell_01809,ghsl_8099,3703.54225285165,Residential,land_use,3.3,13.7,4633.0,40.70008107264344,-73.42581340614329
ghsl_8099_cell_01810,ghsl_8099,3537.124917551875,Residential,land_use,1.0,13.6,4491.0,40.700081072643435,-73.41396193113623
ghsl_8099_cell_01811,ghsl_8099,3208.8309363126755,Civic,land_use,3.3,14.9,4488.8,40.700081072643435,-73.4021104561292
ghsl_8099_cell_01812,ghsl_8099,3176.9625229276717,Residential,land_use,2.4,13.2,4488.8,40.700081072643435,-73.39025898112214
ghsl_8099_cell_01813,ghsl_8099,2726.17396235466,Residential,land_use,0.5,9.6,4197.7,40.700081072643435,-73.3784075061151
ghsl_8099_cell_01814,ghsl_8099,2875.214816868305,Residential,land_use,7.4,9.1,3735.3,40.70008107264343,-73.36655603110805
ghsl_8099_cell_01815,ghsl_8099,1693.6795410737395,Industrial,land_use,10.0,6.1,3505.9,40.700081072643435,-73.354704556101
ghsl_8099_cell_01816,ghsl_8099,2495.2995303571224,Civic,land_use,3.1,6.4,2732.9,40.700081072643435,-73.34285308109396
ghsl_8099_cell_01817,ghsl_8099,1817.0591926462948,Civic,land_use,18.2,3.5,1972.3,40.70008107264343,-73.33100160608691
ghsl_8099_cell_01818,ghsl_8099,1824.8999422490597,Commercial,land_use,16.4,5.4,1522.6,40.70008107264343,-73.31915013107988
ghsl_8099_cell_01819,ghsl_8099,1318.7087362110615,Residential,land_use,1.9,6.2,1496.0,40.70008107264343,-73.30729865607282
ghsl_8099_cell_01820,ghsl_8099,2187.657926917076,Residential,land_use,3.4,3.4,1659.5,40.70008107264343,-73.29544718106578
ghsl_8099_cell_01821,ghsl_8099,1524.0872398230713,Residential,heuristic,2.3,3.0,910.9,40.700081072643435,-73.28359570605873
ghsl_8099_cell_01822,ghsl_8099,217.0865632982459,Green,land_use,77.6,0.2,498.6,40.700081072643435,-73.2717442310517
ghsl_8099_cell_01823,ghsl_8099,122.1149237677455,Residential,land_use,1.0,-0.5,498.5,40.70008107264343,-73.25989275604465
ghsl_8099_cell_01824,ghsl_8099,136.00324946455657,Residential,heuristic,1.6,0.0,443.6,40.700081072643435,-73.24804128103762
ghsl_8099_cell_01825,ghsl_8099,1675.4720116425306,Residential,land_use,4.6,46.0,442.2,40.69109999211176,-74.33210392448966
ghsl_8099_cell_01826,ghsl_8099,1605.2479386255145,Industrial,land_use,3.2,38.4,1326.8,40.69109999211176,-74.32025344957145
ghsl_8099_cell_01827,ghsl_8099,814.7710746895173,Residential,heuristic,10.1,48.0,2211.4,40.69109999211176,-74.30840297465323
ghsl_8099_cell_01828,ghsl_8099,971.7635218426585,Industrial,land_use,0.4,28.4,3096.1,40.69109999211175,-74.29655249973503
ghsl_8099_cell_01829,ghsl_8099,1552.008843243122,Utility,land_use,3.1,44.1,3508.7,40.69109999211176,-74.2847020248168
ghsl_8099_cell_01830,ghsl_8099,2296.7360684564337,Civic,land_use,1.2,27.7,3744.3,40.69109999211176,-74.2728515498986
ghsl_8099_cell_01831,ghsl_8099,1141.8587045245804,Green,land_use,54.3,15.6,4211.3,40.69109999211175,-74.2610010749804
ghsl_8099_cell_01832,ghsl_8099,2839.3760659098625,Commercial,land_use,0.1,26.2,4843.1,40.69109999211176,-74.24915060006218
ghsl_8099_cell_01833,ghsl_8099,2915.2121876738966,Commercial,land_use,37.6,11.4,5584.1,40.69109999211176,-74.23730012514397
ghsl_8099_cell_01834,ghsl_8099,4452.706530950032,Industrial,land_use,9.4,16.4,6396.4,40.69109999211176,-74.22544965022574
ghsl_8099_cell_01835,ghsl_8099,5556.980437001053,Green,land_use,52.1,20.5,7256.2,40.69109999211176,-74.21359917530754
ghsl_8099_cell_01836,ghsl_8099,2376.2112748959553,Industrial,land_use,10.4,4.4,8148.4,40.69109999211176,-74.20174870038932
ghsl_8099_cell_01837,ghsl_8099,1.0257212389660708,Industrial,land_use,18.7,2.6,9060.6,40.69109999211176,-74.18989822547111
ghsl_8099_cell_01838,ghsl_8099,19.098929286003113,Residential,heuristic,5.4,1.3,8145.2,40.69109999211176,-74.1780477505529
ghsl_8099_cell_01839,ghsl_8099,0.01950387889519334,Residential,heuristic,9.9,1.5,7252.6,40.69109999211176,-74.16619727563469
ghsl_8099_cell_01840,ghsl_8099,0.0,Industrial,land_use,0.0,5.1,6392.6,40.69109999211176,-74.15434680071648
ghsl_8099_cell_01841,ghsl_8099,0.0,Industrial,land_use,0.6,2.8,5580.0,40.69109999211176,-74.14249632579825
ghsl_8099_cell_01842,ghsl_8099,0.0,Unbuilt,heuristic,0.0,3.9,4839.1,40.69109999211176,-74.13064585088006
ghsl_8099_cell_01843,ghsl_8099,27.955808639526367,Residential,heuristic,0.0,0.0,4207.6,40.69109999211176,-74.11879537596184
ghsl_8099_cell_01844,ghsl_8099,3171.277903214097,Residential,heuristic,6.1,7.6,3279.8,40.69109999211176,-74.10694490104362
ghsl_8099_cell_01845,ghsl_8099,8724.923753261566,Industrial,land_use,2.2,13.8,2294.9,40.69109999211175,-74.09509442612541
ghsl_8099_cell_01846,ghsl_8099,1739.567394964397,Utility,land_use,16.9,1.9,1335.0,40.69109999211176,-74.08324395120721
ghsl_8099_cell_01847,ghsl_8099,1190.8617137819529,Green,land_use,89.4,3.6,442.6,40.69109999211176,-74.07139347628899
ghsl_8099_cell_01848,ghsl_8099,1.9706129841506481,Residential,heuristic,2.6,0.0,442.6,40.69109999211176,-74.04769252645255
ghsl_8099_cell_01849,ghsl_8099,10235.713696479797,Civic,land_use,6.3,1.4,442.7,40.69109999211176,-74.00029062677972
ghsl_8099_cell_01850,ghsl_8099,14748.564216375351,Civic,land_use,6.2,26.3,1335.3,40.69109999211176,-73.9884401518615
ghsl_8099_cell_01851,ghsl_8099,19105.481875002384,Residential,land_use,16.2,32.3,2295.2,40.69109999211176,-73.97658967694328
ghsl_8099_cell_01852,ghsl_8099,22420.24704360962,Civic,land_use,6.8,29.1,3280.2,40.69109999211176,-73.96473920202507
ghsl_8099_cell_01853,ghsl_8099,21804.733734369278,Civic,land_use,7.0,14.3,4273.0,40.69109999211176,-73.95288872710687
ghsl_8099_cell_01854,ghsl_8099,26065.7888379097,Civic,land_use,2.2,16.8,5269.2,40.69109999211176,-73.94103825218866
ghsl_8099_cell_01855,ghsl_8099,20454.793018341064,Residential,land_use,3.8,12.7,6267.1,40.69109999211176,-73.92918777727043
ghsl_8099_cell_01856,ghsl_8099,24177.26519393921,Civic,land_use,1.7,15.5,6451.6,40.69109999211176,-73.91733730235222
ghsl_8099_cell_01857,ghsl_8099,18151.633715190925,Utility,land_use,20.0,24.3,5984.8,40.69109999211176,-73.905486827434
