city_id,dataset,status,records_found,missing_fields,warnings
ghsl_5071,derived_features,success,115054.0,building_footprint_union_area_km2;built_area_pct,"{""duplicate_pois_removed"": 37, ""permanently_closed_removed"": 20}; distances are straight-line to mapped POI representative points; 1 km population cells, not travel times; facilities outside city boundary excluded."
ghsl_5071,ghsl_population_grid,success,438.0,,"Grid ratio to UCDB population=1.0000000010929346; 2025 GHSL modelled population, 1 km cells."
ghsl_5071,worldpop,not_used,,,Matching GHSL R2023A population grid used instead.
ghsl_5071,eurostat,not_joined,,,Urban Audit administrative geographies differ from GHSL urban centres. No unverified boundary join.
ghsl_5071,ghsl_ucdb,success,1.0,ghsl_CL_LCZ_A07_2025;ghsl_CL_LCZ_A13_2025;ghsl_GE_MRB_MAI_2025;ghsl_GE_MRB_LIS_2025;ghsl_HZ_CEV_COW_2015;ghsl_HZ_CEV_FLO_2015;ghsl_HZ_CEV_TSU_2015;ghsl_HZ_CEV_TCY_2015;ghsl_HZ_CEV_WLF_2015;ghsl_HZ_CEV_LAN_2015;ghsl_HZ_CEV_EAR_2015;ghsl_HZ_CEV_VOL_2015;ghsl_NS_MPA_NAM_2025;ghsl_NS_MPA_DES_2025;ghsl_NS_MPA_PER_2025,"Mixed indicator years retained in field names; 2025 boundary and population; Natural Systems duplicate source IDs: agreeing fields retained, conflicts null. Country/subnational modelled indicators are not independent city surveys."
ghsl_1689,overture_places,success,36532.0,,"Observed map records; real-world completeness unknown. Raw bbox records=42691; clipping={'invalid_geometry': 0, 'outside_boundary': 6159}."
ghsl_1689,overture_roads,success,90741.0,,"Observed map records; real-world completeness unknown. Raw bbox records=128233; clipping={'invalid_geometry': 0, 'outside_boundary': 37492}."
ghsl_1689,overture_buildings,success,91241.0,,"Observed map records; real-world completeness unknown. Raw bbox records=145876; clipping={'invalid_geometry': 0, 'outside_boundary': 54635}."
ghsl_1689,overture_land_use,success,10800.0,,"Observed map records; real-world completeness unknown. Raw bbox records=16780; clipping={'invalid_geometry': 0, 'outside_boundary': 5980}."
ghsl_1689,osm,not_requested,,,Use --osm to query cached/remote supplementary OSM data.
ghsl_1689,derived_features,success,36518.0,,"{""duplicate_pois_removed"": 14, ""permanently_closed_removed"": 0}; distances are straight-line to mapped POI representative points; 1 km population cells, not travel times; facilities outside city boundary excluded."
ghsl_1689,ghsl_population_grid,success,182.0,,"Grid ratio to UCDB population=1.0000000045333526; 2025 GHSL modelled population, 1 km cells."
ghsl_1689,worldpop,not_used,,,Matching GHSL R2023A population grid used instead.
ghsl_1689,eurostat,not_joined,,,Urban Audit administrative geographies differ from GHSL urban centres. No unverified boundary join.
ghsl_1689,ghsl_ucdb,success,1.0,ghsl_CL_LCZ_A07_2025;ghsl_HZ_CEV_COW_2015;ghsl_HZ_CEV_FLO_2015;ghsl_HZ_CEV_TSU_2015;ghsl_HZ_CEV_TCY_2015;ghsl_HZ_CEV_WLF_2015;ghsl_HZ_CEV_LAN_2015;ghsl_HZ_CEV_EAR_2015;ghsl_HZ_CEV_VOL_2015;ghsl_NS_MPA_NAM_2025;ghsl_NS_MPA_DES_2025;ghsl_NS_MPA_PER_2025;ghsl_WA_MAR_SHT_2023;ghsl_WA_MAR_STT_2021;ghsl_WA_MAR_SST_2024;ghsl_WA_MAR_W01_2019;ghsl_WA_MAR_W02_2019;ghsl_WA_MAR_W03_2019;ghsl_WA_MAR_W04_2019;ghsl_WA_MAR_W05_2019;ghsl_WA_MAR_W06_2019;ghsl_WA_MAR_W07_2019;ghsl_WA_MAR_W08_2019;ghsl_WA_MAR_W09_2019;ghsl_WA_MAR_W10_2019;ghsl_WA_MAR_W11_2019;ghsl_WA_MAR_W12_2019,"Mixed indicator years retained in field names; 2025 boundary and population; Natural Systems duplicate source IDs: agreeing fields retained, conflicts null. Country/subnational modelled indicators are not independent city surveys."
ghsl_1693,overture_places,success,55242.0,,"Observed map records; real-world completeness unknown. Raw bbox records=63676; clipping={'invalid_geometry': 0, 'outside_boundary': 8434}."
ghsl_1693,overture_roads,success,111341.0,,"Observed map records; real-world completeness unknown. Raw bbox records=155408; clipping={'invalid_geometry': 0, 'outside_boundary': 44067}."
ghsl_1693,overture_buildings,success,159231.0,,"Observed map records; real-world completeness unknown. Raw bbox records=259653; clipping={'invalid_geometry': 0, 'outside_boundary': 100422}."
ghsl_1693,overture_land_use,success,18547.0,,"Observed map records; real-world completeness unknown. Raw bbox records=25315; clipping={'invalid_geometry': 0, 'outside_boundary': 6768}."
ghsl_1693,osm,not_requested,,,Use --osm to query cached/remote supplementary OSM data.
ghsl_1693,derived_features,success,55133.0,,"{""duplicate_pois_removed"": 47, ""permanently_closed_removed"": 62}; distances are straight-line to mapped POI representative points; 1 km population cells, not travel times; facilities outside city boundary excluded."
ghsl_1693,ghsl_population_grid,success,339.0,,"Grid ratio to UCDB population=1.0000000022343596; 2025 GHSL modelled population, 1 km cells."
ghsl_1693,worldpop,not_used,,,Matching GHSL R2023A population grid used instead.
ghsl_1693,eurostat,not_joined,,,Urban Audit administrative geographies differ from GHSL urban centres. No unverified boundary join.
ghsl_1693,ghsl_ucdb,success,1.0,ghsl_CL_LCZ_A07_2025;ghsl_CL_LCZ_A13_2025;ghsl_GE_MRB_MAI_2025;ghsl_GE_MRB_LIS_2025;ghsl_HZ_CEV_COW_2015;ghsl_HZ_CEV_FLO_2015;ghsl_HZ_CEV_TSU_2015;ghsl_HZ_CEV_TCY_2015;ghsl_HZ_CEV_WLF_2015;ghsl_HZ_CEV_LAN_2015;ghsl_HZ_CEV_EAR_2015;ghsl_HZ_CEV_VOL_2015,"Mixed indicator years retained in field names; 2025 boundary and population; Natural Systems duplicate source IDs: agreeing fields retained, conflicts null. Country/subnational modelled indicators are not independent city surveys."
ghsl_5816,overture_places,success,449918.0,,"Observed map records; real-world completeness unknown. Raw bbox records=515447; clipping={'invalid_geometry': 0, 'outside_boundary': 65529}."
ghsl_5816,overture_roads,success,539065.0,,"Observed map records; real-world completeness unknown. Raw bbox records=706324; clipping={'invalid_geometry': 0, 'outside_boundary': 167259}."
ghsl_5816,overture_buildings,success,1783446.0,,"Observed map records; real-world completeness unknown. Raw bbox records=2247423; clipping={'invalid_geometry': 0, 'outside_boundary': 463977}."
ghsl_5816,overture_land_use,success,127543.0,,"Observed map records; real-world completeness unknown. Raw bbox records=188225; clipping={'invalid_geometry': 0, 'outside_boundary': 60682}."
ghsl_5816,osm,not_requested,,,Use --osm to query cached/remote supplementary OSM data.
ghsl_5816,derived_features,success,449426.0,building_footprint_union_area_km2;built_area_pct,"{""duplicate_pois_removed"": 489, ""permanently_closed_removed"": 3}; distances are straight-line to mapped POI representative points; 1 km population cells, not travel times; facilities outside city boundary excluded."
ghsl_5816,ghsl_population_grid,success,1649.0,,"Grid ratio to UCDB population=1.0000000000766007; 2025 GHSL modelled population, 1 km cells."
ghsl_5816,worldpop,not_used,,,Matching GHSL R2023A population grid used instead.
ghsl_5816,eurostat,not_joined,,,Urban Audit administrative geographies differ from GHSL urban centres. No unverified boundary join.
ghsl_5816,ghsl_ucdb,success,1.0,ghsl_CL_LCZ_A13_2025;ghsl_GE_MRB_MAI_2025;ghsl_GE_MRB_LIS_2025;ghsl_HZ_CEV_DRO_2015;ghsl_HZ_CEV_COW_2015;ghsl_HZ_CEV_TSU_2015;ghsl_HZ_CEV_TCY_2015;ghsl_HZ_CEV_WLF_2015;ghsl_HZ_CEV_LAN_2015;ghsl_HZ_CEV_EAR_2015;ghsl_HZ_CEV_VOL_2015;ghsl_WA_MAR_SHT_2023;ghsl_WA_MAR_STT_2021;ghsl_WA_MAR_SST_2024;ghsl_WA_MAR_W01_2019;ghsl_WA_MAR_W02_2019;ghsl_WA_MAR_W03_2019;ghsl_WA_MAR_W04_2019;ghsl_WA_MAR_W05_2019;ghsl_WA_MAR_W06_2019;ghsl_WA_MAR_W07_2019;ghsl_WA_MAR_W08_2019;ghsl_WA_MAR_W09_2019;ghsl_WA_MAR_W10_2019;ghsl_WA_MAR_W11_2019;ghsl_WA_MAR_W12_2019,"Mixed indicator years retained in field names; 2025 boundary and population; Natural Systems duplicate source IDs: agreeing fields retained, conflicts null. Country/subnational modelled indicators are not independent city surveys."
ghsl_2878,overture_places,success,264052.0,,"Observed map records; real-world completeness unknown. Raw bbox records=281394; clipping={'invalid_geometry': 0, 'outside_boundary': 17342}."
ghsl_2878,overture_roads,success,508756.0,,"Observed map records; real-world completeness unknown. Raw bbox records=608647; clipping={'invalid_geometry': 0, 'outside_boundary': 99891}."
ghsl_2878,overture_buildings,skipped,,,Large GHSL urban centre (>1000 km²); remote Overture building query exceeds hackathon resource budget. GHSL built-up area remains available; no building count imputed.
ghsl_2878,overture_land_use,success,83831.0,,"Observed map records; real-world completeness unknown. Raw bbox records=102092; clipping={'invalid_geometry': 0, 'outside_boundary': 18261}."
ghsl_2878,osm,not_requested,,,Use --osm to query cached/remote supplementary OSM data.
ghsl_2878,derived_features,success,263509.0,building_count;building_density;building_footprint_area_km2;built_area_pct,"{""duplicate_pois_removed"": 215, ""permanently_closed_removed"": 328}; distances are straight-line to mapped POI representative points; 1 km population cells, not travel times; facilities outside city boundary excluded."
ghsl_2878,ghsl_population_grid,success,1421.0,,"Grid ratio to UCDB population=0.999999999623166; 2025 GHSL modelled population, 1 km cells."
ghsl_2878,worldpop,not_used,,,Matching GHSL R2023A population grid used instead.
ghsl_2878,eurostat,not_joined,,,Urban Audit administrative geographies differ from GHSL urban centres. No unverified boundary join.
ghsl_2878,ghsl_ucdb,success,1.0,ghsl_CL_LCZ_A07_2025;ghsl_HZ_CEV_DRO_2015;ghsl_HZ_CEV_COW_2015;ghsl_HZ_CEV_FLO_2015;ghsl_HZ_CEV_TSU_2015;ghsl_HZ_CEV_TCY_2015;ghsl_HZ_CEV_WLF_2015;ghsl_HZ_CEV_LAN_2015;ghsl_HZ_CEV_EAR_2015;ghsl_HZ_CEV_VOL_2015;ghsl_NS_MPA_NAM_2025;ghsl_NS_MPA_DES_2025;ghsl_NS_MPA_PER_2025;ghsl_WA_MAR_SHT_2023;ghsl_WA_MAR_STT_2021;ghsl_WA_MAR_SST_2024;ghsl_WA_MAR_W01_2019;ghsl_WA_MAR_W02_2019;ghsl_WA_MAR_W03_2019;ghsl_WA_MAR_W04_2019;ghsl_WA_MAR_W05_2019;ghsl_WA_MAR_W06_2019;ghsl_WA_MAR_W07_2019;ghsl_WA_MAR_W08_2019;ghsl_WA_MAR_W09_2019;ghsl_WA_MAR_W10_2019;ghsl_WA_MAR_W11_2019;ghsl_WA_MAR_W12_2019,"Mixed indicator years retained in field names; 2025 boundary and population; Natural Systems duplicate source IDs: agreeing fields retained, conflicts null. Country/subnational modelled indicators are not independent city surveys."
ghsl_8099,overture_places,success,637157.0,,"Observed map records; real-world completeness unknown. Raw bbox records=726840; clipping={'invalid_geometry': 0, 'outside_boundary': 89683}."
ghsl_8099,overture_roads,success,721133.0,,"Observed map records; real-world completeness unknown. Raw bbox records=971256; clipping={'invalid_geometry': 0, 'outside_boundary': 250123}."
ghsl_8099,overture_buildings,skipped,,,Large GHSL urban centre (>1000 km²); remote Overture building query exceeds hackathon resource budget. GHSL built-up area remains available; no building count imputed.
ghsl_8099,overture_land_use,success,85640.0,,"Observed map records; real-world completeness unknown. Raw bbox records=119374; clipping={'invalid_geometry': 0, 'outside_boundary': 33734}."
ghsl_8099,osm,not_requested,,,Use --osm to query cached/remote supplementary OSM data.
ghsl_8099,derived_features,success,612898.0,building_count;building_density;building_footprint_area_km2;built_area_pct,"{""duplicate_pois_removed"": 579, ""permanently_closed_removed"": 23680}; distances are straight-line to mapped POI representative points; 1 km population cells, not travel times; facilities outside city boundary excluded."
ghsl_8099,ghsl_population_grid,success,2920.0,,"Grid ratio to UCDB population=1.0000000002335865; 2025 GHSL modelled population, 1 km cells."
ghsl_8099,worldpop,not_used,,,Matching GHSL R2023A population grid used instead.
ghsl_8099,eurostat,not_joined,,,Urban Audit administrative geographies differ from GHSL urban centres. No unverified boundary join.
ghsl_8099,ghsl_ucdb,success,1.0,ghsl_CL_LCZ_A07_2025;ghsl_CL_LCZ_A13_2025;ghsl_GE_MRB_MAI_2025;ghsl_GE_MRB_LIS_2025;ghsl_HZ_CEV_FLO_2015;ghsl_HZ_CEV_TSU_2015;ghsl_HZ_CEV_TCY_2015;ghsl_HZ_CEV_WLF_2015;ghsl_HZ_CEV_LAN_2015;ghsl_HZ_CEV_EAR_2015;ghsl_HZ_CEV_VOL_2015,"Mixed indicator years retained in field names; 2025 boundary and population; Natural Systems duplicate source IDs: agreeing fields retained, conflicts null. Country/subnational modelled indicators are not independent city surveys."
